FacilityName,FacilityAddress,Violation,Disposition,DispositionDate
BENIHANA OF TOKYO,"7935 WISCONSIN AVE. , BETHESDA, MD 20814",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500 + ALERT,02/06/2018
PERUVIAN COUNTRY CHICKEN,"10118 COLESVILLE ROAD , SILVER SPRING, MD 20901",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,08/04/2016
SUPER CHICKEN,"12611 H WISTERIA DRIVE , GERMANTOWN, MD 20874",SALE TO MINOR,SETTLED;$1000+ALERT,08/13/2018
NEW VILLAGE RESTAURANT,"11540 MIDDLEBROOK ROAD , GERMANTOWN, MD 20876",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,09/11/2017
KENSINGTON SUB & PIZZA,"3701 UNIVERSITY BLVD. W. , KENSINGTON, MD 20895-2123",STORAGE,SETTLED;$1000+ALERT,02/25/2019
SABAI SABAI...SIMPLY THAI,"19847 CENTURY BOULEVARD , GERMANTOWN, MD 20874",SALE TO MINOR,SETTLED;$1000+ALERT,08/13/2018
MOM'S ORGANIC MARKET,"5556 RANDOLPH ROAD , ROCKVILLE, MD 20852",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,02/13/2017
OGEI'S CHICKEN & SUBS,"293 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",SALE/SERVICE TO INTOXICATED PATRON,HEARING; LICENSE REVOKED; STAY PENDING APPEAL,05/31/2016
IRON AGE,"1054 ROCKVILLE PIKE , ROCKVILLE, MD 20852",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500+ALERT,11/13/2018
NEW FORTUNE RESTAURANT,"16515 FREDERICK ROAD , GAITHERSBURG, MD 20877",SALE TO MINOR,SETTLED; $1000+ALERT,11/29/2018
GESTE FOODS & WINE,"4801 EDGEMOOR LANE , BETHESDA, MD 20814",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,HEARING; $500 FINE,02/02/2017
TRAPEZARIA MEDITERRANEAN KUZINA,"11 NORTH WASHINGTON STREET , ROCKVILLE, MD 20850",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,02/23/2017
LA COLOMBIANA RESTAURANT,"11216 GRANDVIEW AVENUE , WHEATON, MD 20902",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500.00,10/26/2018
ABI AZTECA GRILL,"11514 MIDDLEBROOK RD. , GERMANTOWN, MD 20874",SALE TO MINOR,SETTLED; $1000+ALERT,09/05/2018
DA MARCO,"20630 SENECA MEADOWS PKWY , GERMANTOWN, MD 20876",SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/13/2017
PROMENADE MARKET & DELI,"5225 POOKS HILL ROAD , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $1000+ ALERT,04/11/2018
RIVERSIDE LOUNGE,"11272 GEORGIA AVENUE , WHEATON, MD 20902",STORAGE,SETTLED;$800+ALERT,07/24/2018
HECKMAN'S DELICATESSEN,"4914 CORDELL AVENUE , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $1000+ALERT,05/01/2018
"BEER, WINE & CO","7029 WISCONSIN AVENUE , CHEVY CHASE, MD 20815",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/10/2017
NOT YOUR AVERAGE JOE'S,"8661 COLESVILLE ROAD , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000 + ALERT,12/06/2017
B&B BEER AND WINE,"8403 SNOUFFER SCHOOL RD. , GAITHERSBURG, MD 20879",SALE TO MINOR,SETTLED; $1000+ALERT,10/08/2018
ASI ES MI TIERRA,"2559 ENNALLS AVENUE , WHEATON, MD 20902",SALE TO MINOR,SETTLED; $1000.00 + ALERT,06/08/2017
OGEI'S CHICKEN & SUBS,"293 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",NOISE/DISTURBANCE OF THE NEIGHBORHOOD,HEARING; LICENSE REVOKED; STAY PENDING APPEAL,05/31/2016
CLYDES TOWER OAKS LODGE,"2 PRESERVE PKWY. , ROCKVILLE, MD 20852",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,10/20/2017
COPPER CANYON GRILL,"100 BOARDWALK PLACE , GAITHERSBURG, MD 20878",FAILED TO LABEL PRODUCTS FROM DISPENSING APPARATUS,SETTLED; $500.00 + ALERT,04/11/2017
MAMMA LUCIA,"4916 ELM STREET , BETHESDA, MD 20814",LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100 + ALERT,12/05/2017
GENTLEMAN JIM'S RESTAURANT,"18917 EARHART COURT , GAITHERSBURG, MD 20879",LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100 + ALERT,11/09/2017
LAHINCH TAVERN & GRILL,"7747 TUCKERMAN LANE , POTOMAC, MD 20854",SALE TO MINOR,SETTLED; $333.00 + ALERT,02/13/2017
ARMANDS CHICAGO PIZZERIA,"1909 SEMINARY ROAD , SILVER SPRING, MD 20910",SALE TO MINOR,"SETTLED; $2,500 + ALERT",02/09/2016
OWENS ORDINARY,"11820 TRADE STREET , NORTH BETHESDA, MD 20852",RECORDS INVOICE VIOLATION,SETTLED; $500+ALERT,09/14/2018
GHAR-E-KABAB,"944 WAYNE AVENUE , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000 + ALERT,02/08/2018
29 CONVENIENCE MART,"10755 COLESVILLE ROAD , SILVER SPRING, MD 20901",SALE TO MINOR,"SETTLED;  $2,500.00
+ ALERT",02/22/2016
FISH TACO,"7015 WISCONSIN AVENUE , CHEVY CHASE, MD 20815",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/23/2017
ARAT KILO MARKET AND RESTAURANT,"818 EASLEY STREET , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000 + ALERT,01/10/2018
MIX BAR & GRILLE,"9812 FALLS RD , POTOMAC, MD 20854",SALE TO MINOR,SETTLED; $1000 + ALERT,12/01/2017
MISO CAFE,"33 MARYLAND AVENUE UNIT E , ROCKVILLE, MD 20850",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500 + ALERT,10/09/2017
BECLAWS,"2404 UNIVERSITY BOULEVARD , SILVER SPRING, MD 20902",SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/09/2017
TED'S MONTANA GRILL,"105 ELLINGTON BOULEVARD , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $2500+ALERT,09/24/2018
NANTUCKET'S REEF,"9755 GATEWAY DRIVE , ROCKVILLE, MD 20850",SALE TO MINOR,SETTLED;$2500+ALERT,02/19/2019
LEDO PIZZA AND PASTA,"1319 ROCKVILLE PIKE H, ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/03/2017
BLACK'S BAR & KETCHEN,"7750 WOODMONT AVE. , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $1000 + ALERT,04/25/2018
RED LOBSTER-GAITHERSBURG,"15700 SHADY GROVE ROAD , GAITHERSBURG, MD 20877",SALE TO MINOR,SETTLED;$2500+ALERT,10/11/2018
ACAJULTA RESTAURANT,"18554 WOODFIELD ROAD , GAITHERSBURG, MD 20879",SALE TO MINOR,SETTLED; $1000+ALERT,09/14/2018
URBAN CRAWFISH,"670 QUINCE ORCHARD RD , GAITHERSBURG, MD 20878",REFILLING EMPTY/PARTIALLY EMPTY ALCOHOLIC BOTTLES,SETTLED; $200.00 + ALERT,04/13/2017
LAKESIDE BEER AND WINE,"9621 LOST KNIFE RD , GAITHERSBURG, MD 20874",SALE TO MINOR,SETTLED; $1000+ALERT,08/31/2018
LIVE CRAWFISH & SEAFOOD,"765 ROCKVILLE PIKE FG, ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $1000+ALERT,12/10/2018
TAKOMA BEVERAGE COMPANY,"6917 LAUREL AVENUE , TAKOMA PARK, MD 20912",SALE TO MINOR,SETTLED; $1000+ALERT,06/01/2018
CALIFORNIA PIZZA KITCHEN,"136 BOARDWALK PLACE , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $1000.00 + ALERT,07/05/2016
PERUVIAN COUNTRY CHICKEN,"10118 COLESVILLE ROAD , SILVER SPRING, MD 20901",SALE TO MINOR,SETTLED; $1000 + ALERT,01/30/2018
MOGOTILLO RESTAURANT,"7637 NEW HAMPSHIRE AVENUE , TAKOMA PARK, MD 20912",SALE/SERVICE TO INTOXICATED PATRON,"HEARING; $10,000 + 2 WEEK SUSPENSION + ALERT",04/29/2016
MOBY DICK SEAFOOD,"11220 TRIANGLE LANE , WHEATON, MD 20902",SALE TO MINOR,SETTLED; $1000.00 + ALERT,04/24/2017
THE GRILLED OYSTER COMPANY,"7943 TUCKERMAN LANE , POTOMAC, MD 20854",SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/09/2017
LE VIEUX LOGIS,"7925 OLD GEORGETOWN ROAD , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $1000 + ALERT,11/29/2017
BETHESDA CO-OP,"6500 SEVEN LOCKS ROAD , CABIN JOHN, MD 20818",SALE TO MINOR,SETTLED; $1000 + ALERT,09/21/2017
CORNER PUB,"10111 SUTHERLAND ROAD , SILVER SPRING, MD 20901",SALE TO MINOR,SETTLED; $1000 + ALERT,01/08/2018
FANTASY NAIL SPA,"9321 GEORGIA AVE. , SILVER SPRING, MD 20910",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,12/07/2018
PHO VIET STAR,"13825 OUTLET DRIVE , SILVER SPRING, MD 20904",SALE TO MINOR,"SETTLED; 1,000 + ALERT",02/23/2016
TEXAS PARRILLADA,"9631 LOST KNIFE ROAD , GAITHERSBURG, MD 20879",SALE/SERVICE TO INTOXICATED PATRON,HEARING; NOT GUILTY,08/04/2016
YU-ZHOU CAFE,"576 NORTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",SALE TO MINOR,SETTLED; $1000.00 + ALERT,07/12/2016
HICKORY BAR & GRILL,"15420 OLD COLUMBIA PIKE , BURTONSVILLE, MD 20866",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,09/18/2018
ACAJULTA RESTAURANT,"18554 WOODFIELD ROAD , GAITHERSBURG, MD 20879",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00+ALERT,09/14/2018
BECLAWS,"2404 UNIVERSITY BOULEVARD , SILVER SPRING, MD 20902",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; 100+ALERT,06/12/2018
ANDY'S BEER AND WINE,"15523 NEW HAMPSHIRE AVE , SILVER SPRING, MD 20905",STORAGE,SETTLED; $600+ALERT,03/15/2018
SPICE XING,"100 GIBBS STREET B, ROCKVILL, MD 20850",SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/17/2017
HOLA BEER & WINE,"8035 SNOUFFER SCHOOL ROAD , GAITHERSBURG, MD 20879",RECORDS INVOICE VIOLATION,SETTLED;$500+ALERT,02/01/2019
REDGATE GOLF COURSE,"14500 AVERY ROAD , ROCKVILLE, MD 20853",SALE TO MINOR,SETTLED; $2500.00 + ALERT,05/30/2017
AGRODOLCE,"21030 FREDERICK ROAD J, GERMANTOWN, MD 20876",SALE TO MINOR,SETTLED;$1000+ALERT,12/03/2018
LA COLOMBIANA RESTAURANT,"11216 GRANDVIEW AVENUE , WHEATON, MD 20902",DISPENSING LIQUOR BY BOTTLE FOR CONSUMPTION ONSITE,SETTLED;$1000+ALERT,10/26/2018
LA ANTIGUA RESTAURANT,"11260 GEORGIA AVE , WHEATON, MD 20902",SALE/SERVICE TO INTOXICATED PATRON,SETTLED; $1000+ALERT,08/24/2018
SIN & GRIN,"353 MAIN STREET , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $1000+ALERT,09/25/2018
RESTAURANT POLLOS EL MESON,"615 SOUTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,02/07/2018
LEBANESE TAVERNA,"7141 ARLINGTON ROAD , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $1000 + ALERT,11/30/2017
ARMANDS CHICAGO PIZZERIA,"1909 SEMINARY ROAD , SILVER SPRING, MD 20910",AGE OF EMPLOYEE VIOLATION,SETTLED; $1000 + ALERT,02/27/2018
RAINBOW SUSHI,"18076 MATENY RD , GERMANTOWN, MD 20874",RECORDS INVOICE VIOLATION,SETTLED;$500 + ALERT,04/25/2018
SUPER BOWL NOODLE HOUSE,"785 ROCKVILLE PIKE , ROCKVILLE, MD 20852",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,02/15/2017
TANDOORI NIGHTS-BETHESDA,"7236 WOODMONT AVENUE , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $1000.00 + ALERT,03/21/2016
GROWLERS,"227 E. DIAMOND AVE. , GAITHERSBURG, MD 20877",SALE TO MINOR,SETTLED; $1000.00 + ALERT,12/15/2016
NEW VILLAGE RESTAURANT,"11540 MIDDLEBROOK ROAD , GERMANTOWN, MD 20876",RECORDS INVOICE VIOLATION,SETTLED; $500 + ALERT,09/11/2017
KENSINGTON SUB & PIZZA,"3701 UNIVERSITY BLVD. W. , KENSINGTON, MD 20895-2123",SALE TO MINOR,SETTLED; $1000 + ALERT,10/04/2017
THE BURGER JOINT,"229 BOARD WALK PLACE , BETHESDA, MD 20814",SALE TO MINOR,"SETTLED; $2,500.00 + ALERT",07/12/2016
POOLESVILLE GOLF COURSE,"16601 WEST WILLARD RD , POOLESVILLE, MD 20837",SALE TO MINOR,SETTLED; $1000 + ALERT,12/06/2017
SQUIRES ROCK CREEK CHOPHOUSE,"2405 PRICE AVENUE , WHEATON, MD 20902",SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/10/2017
HAMPTON INN & SUITES,"960 FREDERICK AVE , GAITHERSBURG, MD 20879",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/20/2017
SARDIS FUSION,"3418 OLNEY-LAYTONSVILLE ROAD , OLNEY, MD 20832",FAILED TO LABEL PRODUCTS FROM DISPENSING APPARATUS,SETTLED; $500 + ALERT,02/13/2018
EL MARIACHI,"765 ROCKVILLE PIKE C, ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $1000+ALERT,11/28/2018
CHIPOTLE MEXICAN GRILL - KENTLANDS,"96 MAIN STREET , GAITHERSBURG, MD 20878",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,12/13/2016
BAR LOUIE,"150 GIBBS STREET , ROCKVILLE, MD 20850",SALE/SERVICE TO INTOXICATED PATRON,SETTLED; $1000.00 + ALERT,06/20/2017
FOREST GLEN DELI,"536 FOREST GLEN ROAD , SILVER SPRING, MD 20901-2206",SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/24/2016
DIETLES,"11010 ROCKVILLE PIKE , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $1000+ ALERT,02/06/2018
WALIA ETHIOPIAN RESTAURANT,"6846 NEW HAMPSHIRE AVE. , TAKOMA PARK, MD 20912",SALE TO MINOR,SETTLED; $1000.00 + ALERT,06/03/2016
FOUR U,"8120 PINEY BRANCH ROAD , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $2500.00 + ALERT,05/11/2016
NEW YORK J & P PIZZA,"26027 RIDGE ROAD , DAMASCUS, MD 20872",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,09/06/2018
TARA THAI,"12071 ROCKVILLE PIKE , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/27/2017
GISELES CREOLE CUISINE,"2407 PRINCE AVENUE , SILVER SPRING, MD 20902",SALE TO MINOR,SETTLED;$2500+ALERT,10/11/2018
ASIA NINE II,"254 CROWN PARK ROAD , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $1000+ALERT,09/18/2018
PACCI'S TRATTORIA,"6 POST OFFICE , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000+ALERT,09/28/2018
PANDORA SEAFOOD HOUSE,"36 A MARYLAND AVENUE , ROCKVILLE, MD 20850",FAILED TO LABEL PRODUCTS FROM DISPENSING APPARATUS,SETTLED; $100+ALERT,07/19/2018
WHITE OAK CONVENIENCE STORE,"11407 LOCKWOOD DRIVE , SILVER SPRING, MD 20904-2610",SALE TO MINOR,SETTLED; $1000+ALERT,03/13/2018
CHIPOTLE MEXICAN GRILL,"4471 WILLIARD AVENUE , CHEVY CHASE, MD 20815",SALE TO MINOR,SETTLED; $1000.00 + ALERT,12/29/2016
DAWSON'S MARKET,"225 NORTH WASHINGTON , ROCKVILLE, MD 20850",SALE TO MINOR,SETTLED; $2500 + ALERT,09/05/2017
SMASHBURGER,"20640 SENECA MEADOWS PARKWAY D-1, GERMANTOWN, MD 20867",SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/15/2017
BOMBAY BISTRO,"98 W. MONTGOMERY AVE. , ROCKVILLE, MD 20850",SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/08/2017
SOCIETY RESTAURANT & LOUNGE,"8229 GEORGIA AVE , SILVER SPRING, MD 20910",NOISE/DISTURBANCE OF THE NEIGHBORHOOD,SETTLED;$1000+ALERT,08/29/2018
EL BOTANERO,"800 PLEASANT DRIVE UNIT 160 , ROCKVILLE, MD 20850",SALE TO MINOR,SETTLED; $1000.00 + ALERT,04/11/2017
EL PUENTE DE ORO,"11123 VEIRS MILL ROAD , WHEATON, MD 20902",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500 + ALERT,02/01/2016
WHEATON WINERY,"2211 UNIVERSITY BLVD. W. B, WHEATON, MD 20902-4505",SALE TO MINOR,SETTLED; $2500+ALERT,08/08/2018
ZENE'S DELI & WORLDMARKET,"8113 FENTON STREET , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000 + ALERT,01/08/2018
URBAN BAR-B-QUE,"10163 NEW HAMPSHIRE AVE , SILVER SPRING, MD 20903",LICENSE NOT PROPERLY DISPLAYED,SETTLED;$100+ALERT,11/21/2018
KALDI'S COFFEE,"918 SILVER SPRING AVENUE , SILVER SPRING, MD 20910",DISPENSING LIQUOR BY BOTTLE FOR CONSUMPTION ONSITE,SETTLED; $1000 + ALERT,08/24/2017
LA FONDA CHIQUITA CAFE,"6838 NEW HAMPSHIRE AVE. , TAKOMA PARK, MD 20912",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,07/24/2018
SEAFOOD IN THE BUFF,"12132 GEORGIA AVE , WHEATON, MD 20902",SALE TO MINOR,SETTLED;$1000+ALERT,08/08/2018
CAFE 20/20,"4880 BOILING BROOK PARKWAY , ROCKVILLE, MD 20852",LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100.00 + ALERT,01/24/2017
ERTTERS SUPERMARKET,"521 DALE DRIVE , SILVER SPRING, MD 20910",SALE TO MINOR,"SETTLED; $1,000+ ALERT",12/28/2017
AKIRA RAMEN IZAKAYA,"1800 ROCKVILLE PIKE, UNIT H1 , ROCKVILLE, MD 20852",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,01/15/2019
LEDO'S LEISURE WORLD,"3850 INTERNATIONAL DRIVE , SILVER SPRING, MD 20906",SALE TO MINOR,SETTLED; $1000.00 + ALERT,04/13/2017
PERUVIAN CHICKEN & GRILL,"26400 RIDGE RD , DAMASCUS, MD 20872",SALE TO MINOR,SETTLED; $1000+ALERT,08/09/2018
BASSETT'S,"19950 FISHER AVE. , POOLESVILLE, MD 20837-2076",SALE TO MINOR,SETTLED; $1000 + ALERT,11/09/2017
ODALIS,"8215 GEORGIA AVENUE , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $2500 + ALERT,08/29/2018
"KWIK-STOP BEER, WINE & DELI","15104 FREDERICK ROAD , ROCKVILLE, MD 20850",SALE TO MINOR,SETTLED; $1000+ALERT,12/07/2018
ASI ES MI TIERRA,"2559 ENNALLS AVENUE , WHEATON, MD 20902",SELLING/SERVING ALCOHOL AFTER PERMITTED HOURS,SETTLED; $1000.00 + ALERT,06/24/2016
RUAN THAI,"11407 AMHERST AVE. , WHEATON, MD 20902",SALE TO MINOR,SETTLED; $2500.00 + ALERT,07/24/2017
GODAVARI,"9011 GAITHER ROAD , GAITHERSBURG, MD 20877",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,09/27/2016
PANDORA SEAFOOD HOUSE,"36 A MARYLAND AVENUE , ROCKVILLE, MD 20850",RECORDS INVOICE VIOLATION,SETTLED; $500+ALERT,06/01/2018
HYATT SUMMERFIELD SUITES,"200 SKIDMORE BOULEVARD , GAITHERSBURG, MD 20877",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00,06/24/2016
WINGSTOP,"20201 GOSHEN ROAD UNIT G, GAITHERSBURG, MD 20879",SALE TO MINOR,SETTLED;$2500 + ALERT,11/21/2018
UNION JACK'S,"4915 SAINT ELMO AVE. , BETHESDA, MD 20814",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,01/25/2018
ARADA MARKET,"6844 NEW HAMPSHIRE AVE , TAKOMA PARK, MD 20912",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,10/24/2018
SOLE D'ITALIA RESTAURANT,"14324 LAYHILL ROAD , SILVER SPRING, MD 20906-1909",SALE TO MINOR,SETTLED; $2500.00 + ALERT,05/31/2017
CAPTAIN'S MARKET,"7607 MACARTHUR BLVD. , CABIN JOHN, MD 20818",SALE TO MINOR,"HEARING; $7,500 FINE + ALERT",03/17/2016
DOLLAR PLUS STORE #7,"11250 TRIANGLE LANE , SILVER SPRING, MD 20902",SALE TO MINOR,SETTLED; $1000.00 + ALERT,04/28/2017
BOBBY'S BURGER PALACE,"7101 DEMOCRACY BLVD. , BETHESDA, MD 20817",SALE TO MINOR,SETTLED; $1000 + ALERT,09/22/2017
RUMBA Y CARBON,"11222 GRANDVIEW AVENUE , GAITHERSBURG, MD 20902",SALE TO MINOR,"HEARING; $2,500 + ALERT",05/05/2016
MISO CAFE,"33 MARYLAND AVENUE UNIT E , ROCKVILLE, MD 20850",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,02/27/2017
MI RANCHO,"8701 RAMSEY LANE , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000 + ALERT,12/20/2017
CAFE 20/20,"4880 BOILING BROOK PARKWAY , ROCKVILLE, MD 20852",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,03/10/2017
WOODSIDE DELI,"9329 GEORGIA AVE. , SILVER SPRING, MD 20910",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500.00 + ALERT,06/09/2017
LA FOGATA RESTAURANT,"2259 BEL PRE ROAD , SILVER SPRING, MD 20906",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,04/24/2017
WALIA ETHIOPIAN RESTAURANT,"6846 NEW HAMPSHIRE AVE. , TAKOMA PARK, MD 20912",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,10/04/2016
CALIFORNIA GRILL,"14 BUREAU DRIVE , GAITHERSBURG, MD 20877",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,03/13/2018
CONVENIENT BEER & WINE,"8441 SNOUFFER SCHOOL RD , GAITHERSBURG, MD 20879",SALE TO MINOR,SETTLED; $1000+ALERT,09/05/2018
VILLA MAYA RESTAURANT,"5532 NORBECK ROAD , ROCKVILLE, MD 20853",SALE TO MINOR,SETTLED; $1000.00 + ALERT,04/28/2017
TURNTABLE,"4862 CORDELL AVENUE , BETHESDA, MD 20814",LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100 + ALERT,11/30/2017
RUTH'S CHRIS STEAK HOUSE,"7315 WISCONSIN AVE. , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $2500.00 + ALERT,06/10/2016
HIBACHI SUSHI SUPREME BUFFET,"8 BUREAU DRIVE , GAITHERSBURG, MD 20878",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,06/14/2018
KAYPI RESTAURANT,"2005 VEIRS MILL ROAD , ROCKVILLE, MD 20851",SALE TO MINOR,SETTLED; $1000 + ALERT,02/07/2018
FUSION BAR & GRILL,"15535 NEW HAMPSHIRE AVENUE , SILVER SPRING, MD 20905",INSPECTIONS GENERALLY,HEARING; LICENSE REVOKED,10/05/2016
OUTBACK STEAKHOUSE,"13703 GEORGIA AVEUE , SILVER SPRING, MD 20906",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,04/24/2017
SUSHI KO,"5455 WISCONSIN AVENUE , CHEVY CHASE, MD 20815",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/06/2017
4935 BAR & KITCHEN,"4935 CORDELL AVENUE , BETHESDA, MD 20814",DISORDERLY HOUSE,SETTLED; $1000 + ALERT,12/13/2017
GESTE FOODS & WINE,"4801 EDGEMOOR LANE , BETHESDA, MD 20814",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,HEARING; TWO DAY SUSPENSION,02/02/2017
FUSION BAR & GRILL,"15535 NEW HAMPSHIRE AVENUE , SILVER SPRING, MD 20905",DISORDERLY HOUSE,HEARING; LICENSE REVOKED,10/05/2016
HONEY PIG,"19727 FREDERICK ROAD , GERMANTOWN, MD 20876",STORAGE,SETTLED; $600 + ALERT (3 UNAPPROVED SOURCES),06/14/2018
MUDDY BRANCH BEER & WINE,"836 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $1000.00 + SETTLED,07/25/2016
POCKET BAR & GRILL,"15535 NEW HAMPSHIRE AVENUE , SILVER SPRING, MD 20905",SALE TO MINOR,SETTLED; $1000.00 + ALERTR,05/03/2017
THE DAILY DISH,"8301 GRUBB RAOD A, SILVER SPRING, MD 20910",STORAGE,SETTLED; $1200+ALERT,12/14/2018
MOONLIGHT BAR,"8035 SNOUFFER SCHOOL RD , GAITHERSBURG, MD 20879",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500+ALERT,09/05/2018
LILIT CAFE,"7921 OLD GEORGETOWN RD , BETHESDA, MD 20814",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500 + ALERT,12/18/2017
WESTLAKE BEER & WINE,"10442 AUTOPARK AVENUE , BETHESDA, MD 20817",SALE TO MINOR,SETTLED; $1000+ALERT,03/29/2018
JOSE'S GRILL,"11423 GEORGIA AVE. , WHEATON, MD 20902",SALE TO MINOR,SETTLED; $1000.00 +ALERT,09/09/2016
GOSHEN PLAZA BEER & WINE,"9150 ROTHBURY DR , MONTGOMERY VILLAGE, MD 20886",SALE TO MINOR,SETTLED; $1000+ALERT,08/31/2018
